settlement_id,settlement_name,settlement_type,ward_code,lga_code,longitude,latitude,target_population_under5,ward_name,lga_name,base_radius_m,nn_dist_m,n_track_points,n_visiting_teams,visiting_teams,first_visit_ts,last_visit_ts,any_ambiguous_match,track_visited,security_classification,buffer_overlaps_neighbor,etally_doses_total,etally_target_pop,etally_n_days_reported,etally_teams,etally_reported,n_active_days,ward_ever_active,complete_gps_blackout,coverage_status,dose_coverage_ratio,is_missed,gi_star_z,gi_star_p_sim,fdr_significant,cluster_label
S00608,Kuyoba,Hamlet,W007,LGA01,7.422964,11.297864,33.0,Bayoyi,Idi-Oro,150.0,657.8039890845251,0,0,,,,False,False,Accessible,False,18,33.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.5454545454545454,0,1.6708191412571471,0.092,False,Not significant
S00620,Nunaja,Village,W007,LGA01,7.447885,11.349649,165.0,Bayoyi,Idi-Oro,150.0,3776.554825023071,0,0,,,,False,False,Accessible,False,128,165.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.7757575757575758,0,0.7093283968014948,0.314,False,Not significant
S01060,Okdedu,Settlement,W014,LGA01,7.427852,11.48828,32.0,Bishama,Idi-Oro,150.0,1624.5230534339048,0,0,,,,False,False,Accessible,False,25,32.0,1.0,T14,True,5,True,False,Tally-only (no GPS confirmation),0.78125,0,-0.2521623476541578,0.312,False,Not significant
S02226,Gurawo-Kofar,Hamlet,W035,LGA04,8.236012,11.013082,18.0,Dazata,Ilela,124.15425256718783,310.38563141796953,0,0,,,,False,False,Accessible,False,15,18.0,1.0,T03,True,5,True,True,Tally-only (no GPS confirmation),0.8333333333333334,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01745,Donama,Hamlet,W026,LGA03,7.759091,11.414734,21.0,Kungomi,Katsuma,150.0,587.4377350051294,24,1,T26,2026-03-13 07:41:00,2026-03-13 08:04:00,False,True,Accessible,False,14,21.0,1.0,T26,True,5,True,False,Visited (track-confirmed),0.6666666666666666,0,0.7093283968014948,0.314,False,Not significant
S02458,Nuzayi,Village,W039,LGA04,8.337334,10.917993,48.0,Nungoni-Arewa,Ilela,150.0,552.6802767197418,0,0,,,,False,False,Accessible,False,37,48.0,1.0,T07,True,5,True,True,Tally-only (no GPS confirmation),0.7708333333333334,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02057,Kushafa,Village,W032,LGA04,8.068989,10.833535,57.0,Bisani-Gabas,Ilela,50.0,107.32906460978661,27,1,T32,2026-03-12 14:26:00,2026-03-12 14:52:00,False,True,Accessible,False,44,57.0,1.0,T32,True,5,True,False,Visited (track-confirmed),0.7719298245614035,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00174,Irbema,Hamlet,W002,LGA01,7.148042,10.756493,32.0,Ekduru,Idi-Oro,150.0,1286.2183196323397,0,0,,,,False,False,Accessible,False,19,32.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.59375,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01701,Dowami,Village,W025,LGA04,7.796873,11.122636,26.0,Okriba,Ilela,150.0,883.1891177117127,128,2,"T01,T25",2026-03-09 13:45:00,2026-03-12 13:24:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-0.2521623476541578,0.312,False,Not significant
S02502,Sasami,Village,W040,LGA04,8.392125,11.188989,40.0,Gujiri,Ilela,109.00616423491434,272.5154105872858,0,0,,,,False,False,Accessible,False,26,40.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.65,0,0.7093283968014948,0.314,False,Not significant
S00592,Sariwa-Gabas,Village,W007,LGA01,7.36356,11.164167,223.0,Bayoyi,Idi-Oro,150.0,1379.7921249629012,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.313,False,Not significant
S01425,Ensaba,Village,W020,LGA01,7.583888,11.084425,176.0,Famade,Idi-Oro,150.0,1188.1178604132526,32,2,"T03,T20",2026-03-13 12:30:00,2026-03-13 16:03:00,False,True,Accessible,False,115,176.0,1.0,T20,True,5,True,False,Visited (track-confirmed),0.6534090909090909,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00617,Basaru,Hamlet,W007,LGA01,7.288679,11.365766,34.0,Bayoyi,Idi-Oro,150.0,1906.948797862798,0,0,,,,False,False,Accessible,False,36,34.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),1.0588235294117647,0,-0.2521623476541578,0.312,False,Not significant
S00011,Kushatu,Hamlet,W001,LGA01,7.053988,10.95665,30.0,Ekngoyi,Idi-Oro,150.0,577.6226576322895,0,0,,,,False,False,Accessible,False,26,30.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.8666666666666667,0,0.7093283968014948,0.314,False,Not significant
S01612,Nungoma,Village,W023,LGA03,7.827588,11.135263,78.0,Suwade,Katsuma,150.0,1226.652115458107,35,1,T23,2026-03-09 14:04:00,2026-03-09 14:38:00,False,True,Accessible,False,55,78.0,1.0,T23,True,5,True,False,Visited (track-confirmed),0.7051282051282052,0,0.7093283968014948,0.314,False,Not significant
S02296,Tamadu,Settlement,W036,LGA04,8.188898,10.751581,41.0,Mawako,Ilela,150.0,1977.1731364359023,0,0,,,,False,False,Accessible,False,38,41.0,1.0,T04,True,5,True,False,Tally-only (no GPS confirmation),0.926829268292683,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01711,Bibewa,Settlement,W026,LGA03,7.764196,11.416421,65.0,Kungomi,Katsuma,150.0,587.4377350051294,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.313,False,Not significant
S01749,Sajiri,Hamlet,W026,LGA03,7.773115,11.40963,47.0,Kungomi,Katsuma,150.0,482.07945960859007,31,1,T26,2026-03-13 09:12:00,2026-03-13 09:42:00,False,True,Accessible,False,27,47.0,1.0,T26,True,5,True,False,Visited (track-confirmed),0.574468085106383,0,0.7093283968014948,0.318,False,Not significant
S01102,Wasaja,Urban block,W015,LGA01,7.682074,11.301343,340.0,Baluru,Idi-Oro,150.0,1111.5907924792152,0,0,,,,False,False,Accessible,False,246,340.0,1.0,T15,True,5,True,False,Tally-only (no GPS confirmation),0.7235294117647059,0,1.6708191412571471,0.089,False,Not significant
S00543,Agjiko,Village,W007,LGA01,7.352474,11.241536,108.0,Bayoyi,Idi-Oro,150.0,439.80850609547684,0,0,,,,False,False,Accessible,False,92,108.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.8518518518518519,0,-0.2521623476541578,0.311,False,Not significant
S00571,Uzyole,Hamlet,W007,LGA01,7.347941,11.431536,49.0,Bayoyi,Idi-Oro,150.0,1534.3624747570775,0,0,,,,False,False,Accessible,False,33,49.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.673469387755102,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00286,Jijita,Hamlet,W003,LGA01,7.366581,11.102769,74.0,Satita,Idi-Oro,150.0,624.3271687514967,0,0,,,,False,False,Accessible,False,47,74.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),0.6351351351351351,0,0.7093283968014948,0.318,False,Not significant
S01520,Maberi-Kofar,Hamlet,W021,LGA02,7.88121,10.576925,15.0,Yezata,Gwarin,150.0,2319.1589510666345,34,1,T21,2026-03-13 15:32:00,2026-03-13 16:05:00,False,True,Accessible,False,12,15.0,1.0,T21,True,5,True,False,Visited (track-confirmed),0.8,0,-0.2521623476541578,0.311,False,Not significant
S00734,Riluko,Urban block,W008,LGA01,7.363861,10.902883,692.0,Umyosa,Idi-Oro,150.0,804.0853480472248,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.317,False,Not significant
S00244,Gubeta,Urban block,W003,LGA01,7.237447,10.977413,370.0,Satita,Idi-Oro,150.0,1138.1866113507538,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.317,False,Not significant
S00870,Okyosa,Hamlet,W010,LGA02,7.380508,10.794054,22.0,Fazafa,Gwarin,150.0,2310.334894670377,22,1,T10,2026-03-13 12:03:00,2026-03-13 12:24:00,False,True,Accessible,False,23,22.0,1.0,T10,True,5,True,False,Visited (track-confirmed),1.0454545454545454,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01535,Sazale,Hamlet,W021,LGA02,7.875416,10.491516,12.0,Yezata,Gwarin,150.0,481.1591884131374,13,1,T21,2026-03-09 15:52:00,2026-03-11 12:54:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01627,Yeshako-Arewa,Settlement,W023,LGA03,7.845312,11.284221,34.0,Suwade,Katsuma,150.0,586.1942152749693,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,2.6323098857128,0.09,False,Not significant
S01618,Fadeni,Village,W023,LGA03,7.826168,11.254608,20.0,Suwade,Katsuma,150.0,684.7972296902946,0,0,,,,False,False,Accessible,False,17,20.0,1.0,T23,True,5,True,False,Tally-only (no GPS confirmation),0.85,0,3.5938006301684524,0.003,True,Hot spot (missed-settlement cluster)
S00555,Malusa,Village,W007,LGA01,7.36867,11.247392,160.0,Bayoyi,Idi-Oro,150.0,528.5883236506112,5,1,T07,2026-03-12 13:39:00,2026-03-12 13:43:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,2.6323098857128,0.016,True,Hot spot (missed-settlement cluster)
S01761,Hariko-Yamma,Village,W027,LGA03,7.942276,11.446681,89.0,Daberi,Katsuma,150.0,1396.0389272798088,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.316,False,Not significant
S02124,Ekrama,Village,W033,LGA03,7.971432,11.119796,86.0,Tasayi,Katsuma,150.0,1344.576944682575,0,0,,,,False,False,Accessible,False,73,86.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.8488372093023255,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01246,Doluta,Hamlet,W016,LGA02,7.665082,10.482539,11.0,Uzritu,Gwarin,150.0,381.04453592366855,16,1,T16,2026-03-13 16:16:00,2026-03-13 16:34:00,False,True,Accessible,False,10,11.0,1.0,T16,True,5,True,False,Visited (track-confirmed),0.9090909090909091,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00041,Lodule,Village,W001,LGA01,7.060058,11.003448,92.0,Ekngoyi,Idi-Oro,150.0,668.5364733080543,0,0,,,,False,False,Accessible,False,80,92.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.8695652173913043,0,0.7093283968014948,0.319,False,Not significant
S01804,Bitsita-Kudu,Village,W028,LGA04,7.981542,10.81566,11.0,Wangoja,Ilela,75.20313578218082,188.00783945545206,36,1,T28,2026-03-09 13:24:00,2026-03-10 07:52:00,False,True,Accessible,False,10,11.0,1.0,T28,True,5,True,False,Visited (track-confirmed),0.9090909090909091,0,-0.2521623476541578,0.318,False,Not significant
S00785,Makowo-Kofar,Settlement,W008,LGA01,7.414008,10.961798,169.0,Umyosa,Idi-Oro,150.0,482.62933281677863,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,2.6323098857128,0.089,False,Not significant
D01905,Okbeta,Village,W029,LGA04,7.918966,11.094464,63.0,Wangoni,Ilela,150.0,574.4176599161584,5,1,T02,2026-03-09 17:51:00,2026-03-09 17:55:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01345,Nuwawa,Hamlet,W018,LGA02,7.548567,10.655576,23.0,Adwana,Gwarin,150.0,416.4346281039831,19,1,T18,2026-03-09 09:43:00,2026-03-09 10:01:00,False,True,Accessible,False,14,23.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.6086956521739131,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00401,Gungowa,Village,W005,LGA02,7.384561,10.679251,130.0,Jijile,Gwarin,150.0,3425.034317945689,0,0,,,,False,False,Accessible,False,89,130.0,1.0,T05,True,5,True,False,Tally-only (no GPS confirmation),0.6846153846153846,0,1.6708191412571471,0.089,False,Not significant
S02254,Irbale,Settlement,W035,LGA04,8.230162,10.959671,72.0,Dazata,Ilela,150.0,745.6296532639808,0,0,,,,False,False,Accessible,False,42,72.0,1.0,T03,True,5,True,True,Tally-only (no GPS confirmation),0.5833333333333334,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00997,Zasami-Tsakiya,Village,W013,LGA02,7.499013,10.659167,19.0,Sashako,Gwarin,150.0,899.0459904692736,128,1,T13,2026-03-11 13:24:00,2026-03-13 08:01:00,False,True,Accessible,False,11,19.0,1.0,T13,True,5,True,False,Visited (track-confirmed),0.5789473684210527,0,0.7093283968014948,0.322,False,Not significant
S02315,Nulama-Kofar,Village,W037,LGA03,8.204029,11.57011,23.0,Longoma,Katsuma,150.0,660.818495921467,0,0,,,,False,False,Accessible,False,18,23.0,1.0,T05,True,5,True,False,Tally-only (no GPS confirmation),0.782608695652174,0,1.6708191412571471,0.089,False,Not significant
S00675,Zabafa,Village,W008,LGA01,7.412267,10.937438,92.0,Umyosa,Idi-Oro,150.0,428.98169608378134,0,0,,,,False,False,Accessible,False,66,92.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.717391304347826,0,-0.2521623476541578,0.319,False,Not significant
S00541,Dadeyi,Settlement,W007,LGA01,7.397558,11.142994,153.0,Bayoyi,Idi-Oro,150.0,724.5324999894572,0,0,,,,False,False,Accessible,False,98,153.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.6405228758169934,0,-0.2521623476541578,0.319,False,Not significant
S00631,Kabale,Village,W007,LGA01,7.436651,11.249263,96.0,Bayoyi,Idi-Oro,150.0,1145.6974317054644,21,1,T07,2026-03-13 10:26:00,2026-03-13 10:46:00,False,True,Accessible,False,67,96.0,1.0,T07,True,5,True,False,Visited (track-confirmed),0.6979166666666666,0,0.7093283968014948,0.322,False,Not significant
S02459,Enyota,Settlement,W039,LGA04,8.289093,10.837737,28.0,Nungoni-Arewa,Ilela,150.0,1134.9142475286776,0,0,,,,False,False,Accessible,False,24,28.0,1.0,T07,True,5,True,True,Tally-only (no GPS confirmation),0.8571428571428571,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01673,Uzlaja,Village,W025,LGA04,7.822701,11.075851,20.0,Okriba,Ilela,150.0,569.8929582453669,26,1,T25,2026-03-11 07:29:00,2026-03-11 07:54:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-0.2521623476541578,0.319,False,Not significant
S00660,Riratu,Settlement,W008,LGA01,7.206494,10.936414,118.0,Umyosa,Idi-Oro,150.0,475.00607374646796,0,0,,,,False,False,Accessible,False,113,118.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.9576271186440678,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02121,Ekbashi,Urban block,W033,LGA03,7.977841,11.130177,67.0,Tasayi,Katsuma,138.20233689924336,345.5058422481084,0,0,,,,False,False,Accessible,False,66,67.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.9850746268656716,0,-0.2521623476541578,0.319,False,Not significant
S02181,Sabayi,Village,W034,LGA03,8.250834,11.228463,24.0,Dodeta,Katsuma,150.0,606.731313709808,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S00821,Oktini,Urban block,W009,LGA02,7.531744,11.025117,180.0,Washatu,Gwarin,150.0,2047.0440629267173,106,1,T09,2026-03-09 16:42:00,2026-03-09 18:30:00,False,True,Accessible,False,135,180.0,1.0,T09,True,5,True,False,Visited (track-confirmed),0.75,0,-0.2521623476541578,0.317,False,Not significant
S00774,Susako,Settlement,W008,LGA01,7.392983,10.927698,97.0,Umyosa,Idi-Oro,150.0,465.21844772848294,0,0,,,,False,False,Accessible,False,68,97.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.7010309278350515,0,0.7093283968014948,0.32,False,Not significant
S02158,Oljimi,Hamlet,W033,LGA03,8.00174,11.196175,70.0,Tasayi,Katsuma,100.14273142449986,250.35682856124964,0,0,,,,False,False,Accessible,False,46,70.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.6571428571428571,0,-0.2521623476541578,0.317,False,Not significant
S01320,Adberi,Village,W017,LGA03,7.5643,11.401208,75.0,Bazasa,Katsuma,150.0,903.5645114692926,81,1,T17,2026-03-09 16:58:00,2026-03-11 12:35:00,False,True,Accessible,False,69,75.0,1.0,T17,True,5,True,False,Visited (track-confirmed),0.92,0,1.6708191412571471,0.091,False,Not significant
S00562,Sujitu,Village,W007,LGA01,7.436363,11.158283,66.0,Bayoyi,Idi-Oro,150.0,1765.9225210090005,0,0,,,,False,False,Accessible,False,45,66.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.6818181818181818,0,0.7093283968014948,0.32,False,Not significant
S01629,Lorina,Village,W023,LGA03,7.836344,11.273677,79.0,Suwade,Katsuma,150.0,951.6662648537646,26,1,T23,2026-03-11 07:40:00,2026-03-12 08:08:00,False,True,Accessible,False,81,79.0,1.0,T23,True,5,True,False,Visited (track-confirmed),1.0253164556962024,0,2.6323098857128,0.016,True,Hot spot (missed-settlement cluster)
S02091,Balari,Village,W032,LGA04,8.073558,10.933459,33.0,Bisani-Gabas,Ilela,150.0,1625.7840024106838,0,0,,,,False,False,Accessible,False,24,33.0,1.0,T32,True,5,True,False,Tally-only (no GPS confirmation),0.7272727272727273,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01840,Okdudu,Settlement,W028,LGA04,7.857852,10.865553,39.0,Wangoja,Ilela,150.0,848.9644683975532,13,1,T28,2026-03-12 08:53:00,2026-03-12 09:05:00,False,True,Accessible,False,25,39.0,1.0,T28,True,5,True,False,Visited (track-confirmed),0.6410256410256411,0,-0.2521623476541578,0.317,False,Not significant
S01526,Jiriyi,Settlement,W021,LGA02,7.81974,10.456969,34.0,Yezata,Gwarin,150.0,4468.572747918478,100,1,T21,2026-03-12 14:12:00,2026-03-12 15:54:00,False,True,Accessible,False,20,34.0,1.0,T21,True,5,True,False,Visited (track-confirmed),0.5882352941176471,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00793,Malako,Hamlet,W009,LGA02,7.501941,11.015028,34.0,Washatu,Gwarin,150.0,860.7701011767475,7,1,T09,2026-03-10 13:34:00,2026-03-11 12:41:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00240,Adnashi,Hamlet,W003,LGA01,7.179679,10.987562,73.0,Satita,Idi-Oro,150.0,1201.5932721861623,0,0,,,,False,False,Accessible,False,56,73.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),0.7671232876712328,0,1.6708191412571471,0.091,False,Not significant
S02193,Nujishi,Hamlet,W034,LGA03,8.132599,11.187271,23.0,Dodeta,Katsuma,150.0,397.0030560279503,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.32,False,Not significant
S01604,Lozatu-Tudun,Settlement,W023,LGA03,7.841178,11.280838,12.0,Suwade,Katsuma,150.0,586.1942152749693,25,1,T23,2026-03-12 07:30:00,2026-03-12 07:54:00,False,True,Accessible,False,8,12.0,1.0,T23,True,5,True,False,Visited (track-confirmed),0.6666666666666666,0,2.6323098857128,0.016,True,Hot spot (missed-settlement cluster)
S00736,Fashaba,Village,W008,LGA01,7.259218,10.939031,178.0,Umyosa,Idi-Oro,80.93061834116908,202.3265458529227,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.319,False,Not significant
S02186,Wazana-Tudun,Village,W034,LGA03,8.126068,11.187414,53.0,Dodeta,Katsuma,150.0,515.4151788293783,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.32,False,Not significant
S01844,Dozasa,Village,W029,LGA04,7.955321,11.065601,159.0,Wangoni,Ilela,150.0,1017.7751303401784,1,1,T29,2026-03-13 09:17:00,2026-03-13 09:17:00,False,True,Accessible,False,123,159.0,1.0,T29,True,5,True,False,Visited (track-confirmed),0.7735849056603774,0,-0.2521623476541578,0.318,False,Not significant
S00533,Kadetu,Village,W006,LGA01,7.27467,11.271799,290.0,Okradu,Idi-Oro,150.0,690.2126609438035,0,0,,,,False,False,Accessible,False,185,290.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.6379310344827587,0,-0.2521623476541578,0.318,False,Not significant
S01536,Irraba,Village,W021,LGA02,7.824257,10.624195,20.0,Yezata,Gwarin,115.76375331293593,289.40938328233983,32,1,T21,2026-03-10 08:22:00,2026-03-10 08:56:00,False,True,Accessible,False,16,20.0,1.0,T21,True,5,True,False,Visited (track-confirmed),0.8,0,0.7093283968014948,0.321,False,Not significant
S01642,Lotsiwo,Hamlet,W024,LGA04,7.743074,10.640285,17.0,Kuraba-Kofar,Ilela,150.0,2870.1927091802213,25,1,T24,2026-03-10 07:28:00,2026-03-10 07:52:00,False,True,Accessible,False,15,17.0,1.0,T24,True,5,True,False,Visited (track-confirmed),0.8823529411764706,0,-0.2521623476541578,0.318,False,Not significant
S01106,Jirashi,Urban block,W015,LGA01,7.539186,11.305923,583.0,Baluru,Idi-Oro,150.0,998.124607976683,0,0,,,,False,False,Accessible,False,374,583.0,1.0,T15,True,5,True,False,Tally-only (no GPS confirmation),0.6415094339622641,0,0.7093283968014948,0.321,False,Not significant
S01211,Olduwo,Settlement,W015,LGA01,7.528675,11.346021,103.0,Baluru,Idi-Oro,150.0,2726.7297334677764,0,0,,,,False,False,Accessible,False,88,103.0,1.0,T15,True,5,True,False,Tally-only (no GPS confirmation),0.8543689320388349,0,0.7093283968014948,0.321,False,Not significant
S01378,Dazasa,Hamlet,W019,LGA04,7.628813,11.033192,12.0,Umzaba-Kofar,Ilela,150.0,1093.212038823747,34,1,T19,2026-03-11 10:00:00,2026-03-11 10:33:00,False,True,Accessible,False,8,12.0,1.0,T19,True,5,True,False,Visited (track-confirmed),0.6666666666666666,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01899,Batsina,Village,W029,LGA04,7.932175,11.086319,78.0,Wangoni,Ilela,150.0,729.727192460607,33,1,T29,2026-03-09 11:49:00,2026-03-09 12:21:00,False,True,Accessible,False,46,78.0,1.0,T29,True,5,True,False,Visited (track-confirmed),0.5897435897435898,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00253,Sukosa,Village,W003,LGA01,7.22908,11.066524,182.0,Satita,Idi-Oro,150.0,2181.76247088476,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,2.6323098857128,0.093,False,Not significant
S02346,Matidu,Hamlet,W037,LGA03,8.210729,11.541953,6.0,Longoma,Katsuma,150.0,506.28258440343063,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.321,False,Not significant
S01328,Ummale,Village,W018,LGA02,7.571588,10.725953,22.0,Adwana,Gwarin,150.0,3269.427288570385,0,0,,,,False,False,Accessible,False,18,22.0,1.0,T18,True,5,True,False,Tally-only (no GPS confirmation),0.8181818181818182,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01000,Nudule,Village,W014,LGA01,7.539551,11.566747,26.0,Bishama,Idi-Oro,150.0,574.06019303462,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.32,False,Not significant
S00263,Sabaru,Hamlet,W003,LGA01,7.366212,11.109088,60.0,Satita,Idi-Oro,150.0,700.1365011788876,34,1,T03,2026-03-11 17:40:00,2026-03-11 18:13:00,False,True,Accessible,False,57,60.0,1.0,T03,True,5,True,False,Visited (track-confirmed),0.95,0,0.7093283968014948,0.323,False,Not significant
S00761,Yekota,Settlement,W008,LGA01,7.421014,10.975248,99.0,Umyosa,Idi-Oro,150.0,634.1741466896682,0,0,,,,False,False,Accessible,False,92,99.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.9292929292929293,0,2.6323098857128,0.017,True,Hot spot (missed-settlement cluster)
S01678,Longotu,Village,W025,LGA04,7.810918,11.0732,41.0,Okriba,Ilela,150.0,479.9898207059535,21,1,T25,2026-03-13 16:45:00,2026-03-13 17:05:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-0.2521623476541578,0.319,False,Not significant
S01405,Batishi,Village,W019,LGA04,7.617966,10.987724,19.0,Umzaba-Kofar,Ilela,150.0,855.8658821629753,3,1,T19,2026-03-13 11:46:00,2026-03-13 11:48:00,False,True,Accessible,False,15,19.0,1.0,T19,True,5,True,False,Visited (track-confirmed),0.7894736842105263,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00317,Agmami,Hamlet,W003,LGA01,7.36975,11.131212,77.0,Satita,Idi-Oro,150.0,1025.1002356472593,0,0,,,,False,False,Accessible,False,72,77.0,1.0,T03,True,5,True,False,Tally-only (no GPS confirmation),0.935064935064935,0,-0.2521623476541578,0.319,False,Not significant
S00612,Ritsiko,Village,W007,LGA01,7.377603,11.222858,101.0,Bayoyi,Idi-Oro,74.09326318900976,185.2331579725244,2,1,T07,2026-03-12 11:19:00,2026-03-12 11:20:00,False,True,Accessible,False,63,101.0,1.0,T07,True,5,True,False,Visited (track-confirmed),0.6237623762376238,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01515,Irbaja,Hamlet,W021,LGA02,7.886722,10.488959,18.0,Yezata,Gwarin,150.0,1269.3122589394206,0,0,,,,False,False,Accessible,False,17,18.0,1.0,T21,True,5,True,False,Tally-only (no GPS confirmation),0.9444444444444444,0,-0.2521623476541578,0.319,False,Not significant
S00580,Ibshako,Village,W007,LGA01,7.341216,11.3494,215.0,Bayoyi,Idi-Oro,150.0,1995.4938482964196,0,0,,,,False,False,Accessible,False,122,215.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.5674418604651162,0,-0.2521623476541578,0.319,False,Not significant
S00238,Olkoshi,Urban block,W003,LGA01,7.438268,11.10261,131.0,Satita,Idi-Oro,150.0,2353.7972774839295,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.32,False,Not significant
S01085,Dayoshi,Settlement,W014,LGA01,7.45074,11.388779,28.0,Bishama,Idi-Oro,150.0,4339.464696799299,0,0,,,,False,False,Accessible,False,19,28.0,1.0,T14,True,5,True,False,Tally-only (no GPS confirmation),0.6785714285714286,0,-0.2521623476541578,0.319,False,Not significant
S01886,Batsiwa,Village,W029,LGA04,7.967354,11.072566,47.0,Wangoni,Ilela,115.9566326726583,289.89158168164573,29,1,T29,2026-03-10 11:55:00,2026-03-10 15:33:00,False,True,Accessible,False,38,47.0,1.0,T29,True,5,True,False,Visited (track-confirmed),0.8085106382978723,0,-0.2521623476541578,0.319,False,Not significant
